freqs,ampl
0.1,0.00124984376952881
0.101393945767529,0.00125685750941772
0.102807322383087,0.00126406813733846
0.104240400702156,0.00127148117998881
0.105693455355799,0.00127910231918553
0.107166764803286,0.00128693739621714
0.10866061138546,0.00129499241631883
0.110175281378839,0.00130327355327284
0.111711065050482,0.00131178715413789
0.113268256713615,0.00132053974411124
0.114847154784029,0.00132953803152714
0.116448061837269,0.00133878891299542
0.118071284666619,0.00134829947868417
0.119717134341897,0.00135807701775069
0.121385926269063,0.00136812902392454
0.123077980250667,0.00137846320124731
0.124793620547131,0.00138908746997326
0.126533175938894,0.00140000997263542
0.128296979789415,0.00141123908028183
0.130085370109057,0.0014227833988865
0.131898689619867,0.00143465177594028
0.13373728582125,0.00144685330722638
0.135601511056563,0.00145939734378589
0.137491722580642,0.00147229349907857
0.139408282628258,0.0014855516563444
0.14135155848354,0.00149918197617139
0.143321922550357,0.00151319490427561
0.14531975242369,0.00152760117949929
0.147345430961984,0.001542411842033
0.149399346360526,0.00155763824186835
0.151481892225835,0.00157329204748753
0.15359346765109,0.00158938525479641
0.155734477292613,0.00160593019630794
0.157905331447418,0.00162293955058283
0.160106446131832,0.00164042635193486
0.162338243161228,0.00165840400040801
0.164601150230855,0.00167688627203319
0.166895600997802,0.00169588732937223
0.169222035164104,0.00171542173235734
0.171580898561001,0.0017355044494341
0.17397264323438,0.00175615086901664
0.176397727531404,0.00177737681126359
0.178856616188346,0.00179919854018389
0.18134978041965,0.00182163277608158
0.183877698008233,0.00184469670834908
0.186440853397049,0.00186840800861865
0.189039737781922,0.00189278484428217
0.191674849205682,0.00191784589238927
0.194346692653602,0.00194361035393467
0.19705578015018,0.00197009796854536
0.199802630857255,0.00199732902957889
0.202587771173502,0.0020253243996442
0.205411734835306,0.00205410552655685
0.208275063019052,0.00208369445974066
0.211178304444824,0.00211411386708823
0.214122015481573,0.00214538705229329
0.217106760253727,0.00217753797266776
0.220133110749303,0.0022105912574573
0.223201646929523,0.00224457222666906
0.226312956839953,0.00227950691042593
0.229467636723194,0.00231542206886212
0.232666291133146,0.00235234521257481
0.235909533050864,0.00239030462364776
0.239197984002024,0.00242932937726244
0.242532274176035,0.00246944936391327
0.245913042546805,0.00251069531224364
0.249340936995188,0.00255309881252008
0.25281661443315,0.00259669234076224
0.256340740929651,0.00264150928354692
0.259913991838293,0.00268758396350498
0.263537051926739,0.00273495166553027
0.267210615507943,0.00278364866372035
0.270935386573205,0.00283371224906948
0.274712078927081,0.00288518075793453
0.278541416324177,0.00293809360129545
0.282424132607843,0.00299249129483226
0.286360971850812,0.0030484154898412
0.290352688497781,0.0031059090050133
0.294400047510004,0.00316501585909936
0.298503824511873,0.0032257813044857
0.302664805939569,0.00328825186170615
0.306883789191764,0.00335247535491597
0.311161582782436,0.00341850094835445
0.315499006495809,0.00348637918382354
0.319896891543454,0.00355616201921048
0.324356080723581,0.00362790286808339
0.328877428582551,0.00370165664038944
0.333461801578636,0.00377747978428603
0.338110078248068,0.00385543032913618
0.342823149373397,0.0039355679297004
0.347601918154198,0.00401795391155783
0.352447300380159,0.00410265131779068
0.357360224606579,0.00418972495696669
0.362341632332315,0.00427924145245532
0.367392478180207,0.00437126929311439
0.372513730080021,0.0044658788853849
0.377706369453937,0.00456314260683253
0.382971391404628,0.00466313486117581
0.388309804905961,0.00476593213484159
0.393722632996348,0.0048716130550896
0.399210912974805,0.00498025844974942
0.404775696599732,0.00509195140861367
0.410418050290471,0.00520677734653297
0.416139055331671,0.0053248240682591
0.421939808080503,0.00544618183508416
0.427821420176762,0.0055709434333248
0.433785018755899,0.00569920424470177
0.439831746665023,0.0058310623186666
0.445962762681909,0.00596661844672819
0.45217924173707,0.00610597623883409
0.45848237513891,0.00624924220186199
0.464873370802026,0.00639652582027892
0.471353453478691,0.00654793963902696
0.47792386499356,0.00670359934869576
0.48458586448165,0.00686362387304391
0.491340728629636,0.00702813545893254
0.498189751920516,0.00719725976873649
0.505134246881677,0.00737112597529983
0.512175544336424,0.00754986685950441
0.519314993659021,0.0077336189105217
0.526553963033276,0.00792252242882021
0.533893839714735,0.00811672163200241
0.541336030296538,0.0083163647635472
0.548881960978967,0.00852160420453555
0.556533077842765,0.00873259658843936
0.564290847126254,0.00894950291905528
0.572156755506325,0.00917248869166733
0.580132310383338,0.00940172401752446
0.588219040169996,0.00963738375172108
0.596418494584246,0.00987964762457099
0.604732244946265,0.0101287003765674
0.613161884479578,0.0103847318970236
0.621709028616383,0.0106479373664921
0.630375315307128,0.0109185174030614
0.6391624053344,0.011196678212632
0.648071982631197,0.011482631743278
0.657105754603627,0.0117765958437987
0.666265452458115,0.0120787944265724
0.675552831533164,0.0123894576348226
0.684969671635745,0.0127088220144133
0.69451777738237,0.0130371306902897
